,0,1,2,3
2153,KWASEATT232,Sail Sand Point,Seattle,Davis Vantage Pro 2
2154,KWASEATT1691,Top Hat,Seattle,AcuRite Pro Weather Center
2155,KWASEATT188,Blue Ridge,Seattle,
2156,KWASEATT1694,BatCave,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2157,KWASEATT1723,"Normandy Park, WA",Seattle,AcuRite Pro Weather Center
2158,KWASEATT1680,Angle Lake,Seattle,AcuRite Pro Weather Center
2159,KWASEATT590,North City,Seattle,Davis Vantage Pro2 Plus (Cabled)
2160,KWASEATT1696,Haller Lake,Seattle,Ambient Weather WS-2090 (Wireless)
2161,KWASEATT605,"Mt. Baker, Genesee Park",Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2162,KWASEATT1662,Westlake Cove,Seattle,Ambient Weather WS-1000 (Wireless)
2163,KWASEATT110,Volunteer Park,Seattle,Davis Vantage Pro II
2164,KWASEATT1710,Squire Park - Capitol Hill,Seattle,Davis Vantage Pro2 (Wireless)
2165,KWASEATT447,Alki,Seattle,Davis Vantage Pro2 Plus (Wireless)
2166,KWASEATT518,Lake City,Seattle,Davis Vantage Pro2 (Wireless)
2167,KWASEATT279,Haller Lake,Seattle,Davis Vantage Vue (Wireless)
2168,KWASEATT74,White Center,Seattle,Davis Vantage Vue (Wireless)
2169,KWASEATT1674,North Admiral City View,Seattle,Ambient Weather WS-1400-IP (Wireless)
2170,KWASEATT1631,Ballinger Commons,Seattle,AcuRite Pro Weather Center
2171,KWASEATT366,Sunset Hills,Seattle,LaCrosse Weather Pro Center Remote Monitoring 2800 Series
2172,KWASEATT576,Skyway,Seattle,AcuRite Pro Weather Center
2173,KWASEATT300,Greenwood Seattle,Seattle,Ambient Weather WS-1400-IP (Wireless)
2174,KWASEATT1657,Foster,Seattle,Ambient Weather WS-1400-IP (Wireless)
2175,KWASEATT534,thorton creek,Seattle,Davis Vantage Pro2 (Cabled)
2176,KWASEATT1701,Ballard,Seattle,Ambient Weather WS-1200-IP (Wireless)
2177,KWASEATT403,deathcloud,Seattle,AcuRite Pro Weather Center
2178,KWASEATT1303,Seattle,Seattle,Netatmo
2179,KWASEATT1620,Seattle,Seattle,Netatmo
2180,KWASEATT1644,Seattle,Seattle,Netatmo
2181,KWASEATT1654,Seattle,Seattle,Netatmo
2182,KWASEATT1655,Seattle,Seattle,Netatmo
2183,KWASEATT1656,Seattle,Seattle,Netatmo
2184,KWASEATT1681,Seattle,Seattle,Netatmo
2185,KWASEATT1720,Seattle,Seattle,Netatmo
2186,KWASEATT255,Seattle-Beacon Hill,Seattle,
2187,KWASEATT257,Seattle-South Park,Seattle,
2188,KWASEATT259,Seattle-10th &amp; Weller,Seattle,
2189,KWASEATT265,Stevens,Seattle,Netatmo
2190,KWASEATT267,Lake City,Seattle,Netatmo
2191,KWASEATT271,North Queen Anne,Seattle,Netatmo
2192,KWASEATT272,Capitol Hill,Seattle,Netatmo
2193,KWASEATT276,Southwest,Seattle,Netatmo
2194,KWASEATT277,Loyal Heights,Seattle,Netatmo
2195,KWASEATT280,View Ridge,Seattle,Netatmo
2196,KWASEATT282,Highline,Seattle,Netatmo
2197,KWASEATT284,Fremont,Seattle,Netatmo
2198,KWASEATT288,Belltown,Seattle,Netatmo
2199,KWASEATT291,Northeast Seattle,Seattle,Netatmo
2200,KWASEATT303,Southwest,Seattle,Netatmo
2201,KWASEATT306,Belltown,Seattle,Netatmo
2202,KWASEATT307,Highline,Seattle,Netatmo
2203,KWASEATT309,Windermere,Seattle,Netatmo
2204,KWASEATT310,Greater Duwamish,Seattle,Netatmo
2205,KWASEATT316,Golden Gardens Light 2,Seattle,Weatherflow
2206,KWASEATT320,Wedgwood,Seattle,Netatmo
2207,KWASEATT324,46th Avenue South,Seattle,Netatmo
2208,KWASEATT327,Wedgwood,Seattle,Netatmo
2209,KWASEATT329,South Lake Union,Seattle,Netatmo
2210,KWASEATT330,Wedgwood,Seattle,Netatmo
2211,KWASEATT336,Central District,Seattle,Netatmo
2212,KWASEATT337,Bitter Lake,Seattle,Netatmo
2213,KWASEATT338,Belltown,Seattle,Netatmo
2214,KWASEATT340,Northgate,Seattle,Netatmo
2215,KWASEATT344,Northeast Seattle,Seattle,Netatmo
2216,KWASEATT347,Greenwood,Seattle,Netatmo
2217,KWASEATT351,Magnolia,Seattle,Netatmo
2218,KWASEATT354,Memellandstraße,Seattle,Netatmo
2219,KWASEATT356,North Seattle,Seattle,Netatmo
2220,KWASEATT373,Capitol Hill,Seattle,Netatmo
2221,KWASEATT378,North Seattle,Seattle,Netatmo
2222,KWASEATT380,North Beach/ Blue Ridge,Seattle,Netatmo
2223,KWASEATT384,Fairview Avenue East,Seattle,Netatmo
2224,KWASEATT386,57th Avenue South,Seattle,Netatmo
2225,KWASEATT388,Lake City,Seattle,Netatmo
2226,KWASEATT412,Dunlap,Seattle,Netatmo
2227,KWASEATT432,Carkeek Park,Seattle,Netatmo
2228,KWASEATT471,Magnolia,Seattle,Netatmo
2229,KWASEATT479,Southwest,Seattle,Netatmo
2230,KWASEATT481,Greater Duwamish,Seattle,Netatmo
2231,KWASEATT499,Southeast Magnolia,Seattle,Netatmo
2232,KWASEATT501,North Beach/ Blue Ridge,Seattle,Netatmo
2233,KWASEATT504,Highline,Seattle,Netatmo
2234,KWASEATT510,Belltown,Seattle,Netatmo
2235,KWASEATT532,Rainier Valley,Seattle,Netatmo
2236,KWASEATT553,Northeast Seattle,Seattle,Netatmo
2237,KWASEATT555,Rainier Beach,Seattle,Netatmo
2238,KWASEATT565,Central District,Seattle,Netatmo
2239,KWASEATT568,Fremont,Seattle,Netatmo
2240,KWASEATT577,Seattle,Seattle,Netatmo
2241,KWASEATT585,Seattle,Seattle,Netatmo
2242,KWASEATT587,Emerald Green,Seattle,Netatmo
2243,KWASEATT588,Seattle,Seattle,Netatmo
2244,KWASEATT591,Seattle,Seattle,Netatmo
2245,KWASEATT601,Seattle,Seattle,Netatmo
2246,KWASEATT602,Seattle,Seattle,Netatmo
2247,KWASEATT603,Seattle,Seattle,Netatmo
2248,KWASEATT604,Seattle,Seattle,Netatmo
2249,KWASEATT915,Seattle,Seattle,Netatmo
2250,KWASEATT209,Seattle - Upper Rainier Beach,Seattle,Davis Vantage Pro2 Plus (Cabled)
2251,KWASEATT334,Madrona,Seattle,AcuRite Pro Weather Center
2252,KWASEATT1704,Whittier Heights,Seattle,Davis Vantage Pro2 (Wireless)
2253,KWASEATT446,Univ. of Washington,Seattle,Davis Vantage Pro2 Plus (Wireless)
2254,KWASEATT411,Wallingford,Seattle,Davis Vantage Vue (Wireless)
2255,KWASEATT1688,East Fremont,Seattle,Ambient Weather WS-900-IP (Wireless)
2256,KWASEATT458,Southwest Seattle,Seattle,AcuRite Pro Weather Center
2257,KWASEATT92,Queen Anne - Toddster weather,Seattle,Davis Vantage Pro2
2258,KWASEATT359,Alki Flats,Seattle,AcuRite Pro Weather Center
2259,KWASEATT93,Burien,Seattle,davis vantage pro 2
2260,KWASEATT428,Judkins Park,Seattle,Ambient Weather WS-1000 (Wireless)
2261,KWASEATT586,Haller Lake,Seattle,AcuRite Pro Weather Center
2262,KWASEATT241,North Delridge,Seattle,AcuRite Pro Weather Center
2263,KWASEATT372,NW Queen Anne,Seattle,AcuRite Pro Weather Center
2264,KWASEATT1670,Des Moines,Seattle,AcuRite Pro Weather Center
2265,KWASEATT1683,SeaTac,Seattle,AcuRite Pro Weather Center
2266,KWASEATT527,Admiral,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2267,KWASEATT1717,Capitol Hill,Seattle,Ambient Weather WS-1200-IP (Wireless)
2268,KWASEATT116,Queen Anne Southern Exposure,Seattle,WeatherHawk 510
2269,KWASEATT1724,Victory Heights,Seattle,AcuRite Pro Weather Center
2270,KWASEATT1692,Wedgwood,Seattle,AcuRite Pro Weather Center
2271,KWASEATT319,Phinney Ridge,Seattle,Davis Vantage Pro2 (Cabled)
2272,KWASEATT1624,West Hillman City,Seattle,AcuRite Pro Weather Center
2273,KWASEATT1661,Andover,Seattle,AcuRite Pro Weather Center
2274,KWASEATT1722,Arbor Heights,Seattle,Davis Vantage Pro2 (Wireless)
2275,KWASEATT430,Sunset Hill,Seattle,Ambient Weather WS-1400-IP (Wireless)
2276,KWASEATT536,Brighton,Seattle,Bloomsky
2277,KWASEATT1618,"Seattle, Wedgwood",Seattle,AcuRite Pro Weather Center
2278,KWASEATT302,Meadowbrook,Seattle,Ambient Weather WS-1200-IP (Wireless)
2279,KWASEATT323,UCDS,Seattle,Davis Vantage Vue (Wireless)
2280,KWASEATT375,Brighton,Seattle,Davis Vantage Pro2 (Wireless)
2281,KWASEATT1671,South park,Seattle,AcuRite Pro Weather Center
2282,KWASEATT599,First Hill,Seattle,Bloomsky
2283,KWASEATT240,Lakeridge,Seattle,Davis Vantage Pro2 (Cabled)
2284,KWASEATT1668,Fauntleroy,Seattle,Ambient Weather WS-1200-IP (Wireless)
2285,KWASEATT1715,News From the Otter,Seattle,Davis Vantage Vue (Wireless)
2286,KWASEATT402,Belltown,Seattle,AcuRite Pro Weather Center
2287,KWASEATT492,Westlake - Boaty,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2288,KWASEATT442,Phinney Ridge,Seattle,Ambient Weather WS-1200-IP (Wireless)
2289,KWASEATT155,West Seattle (Two Dogs Observatory),Seattle,Davis Pro 2
2290,KWASEATT1709,Whittier Heights,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2291,KWASEATT611,Windermere,Seattle,Davis Vantage Pro2 Plus (Wireless)
2292,KWASEATT1718,Columbia City East,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2293,KWASEATT427,Poverty Bay,Seattle,Ambient Weather WS-1400-IP (Wireless)
2294,KWASEATT416,Sunrise Heights,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2295,KWASEATT328,"Magnolia, Seattle",Seattle,Davis Vantage Pro2 (Cabled)
2296,KWASEATT242,Leschi,Seattle,Davis Vantage Pro2 (Cabled)
2297,KWASEATT537,Broadview,Seattle,Bloomsky
2298,KWASEATT187,"Herrera, Inc.",Seattle,Davis Vantage Pro 2
2299,KWASEATT396,N. GreenWood,Seattle,Ambient Weather WS-1400-IP (Wireless)
2300,KWASEATT103,"Fauntleroy, West Seattle",Seattle,Davis Vantage Vue (Wireless)
2301,KWASEATT260,Meridian Park Shoreline WA,Seattle,Davis Vantage Pro2 (Cabled)
2302,KWASEATT526,North Beacon Hill,Seattle,AcuRite Pro Weather Center
2303,KWASEATT234,Highland Park,Seattle,Davis Vantage Vue (Wireless)
2304,KWASEATT404,Madison Valley,Seattle,AcuRite Pro Weather Center
2305,KWASEATT210,Phinney Ridge,Seattle,Vantage Vue
2306,KWASEATT52,Maple Leaf,Seattle,Davis Vantage Pro2
2307,KWASEATT169,Capitol Hill,Seattle,
2308,KWASEATT570,Lockmore,Seattle,Davis Vantage Pro2 (Cabled)
2309,KWASEATT419,Bell Town,Seattle,Davis Vantage Pro2 (Cabled)
2310,KWASEATT1700,Green Lake,Seattle,Davis Vantage Vue (Wireless)
2311,KWASEATT584,Queen Anne - Top of the Hill,Seattle,Davis Vantage Pro2 Plus (Wireless)
2312,KWASEATT12,Bryant,Seattle,Davis Vantage Pro2 (Wireless)
2313,KWASEATT1660,Central District - Garfield,Seattle,Ambient Weather WS-1400-IP (Wireless)
2314,KWASEATT418,Wallingford,Seattle,Davis Vantage Vue (Wireless)
2315,KWASEATT542,Queen Anne,Seattle,Davis Vantage Pro2 (Cabled)
2316,KWASEATT14,Fremont,Seattle,Davis Vantage Pro
2317,KWASEATT192,View Ridge,Seattle,
2318,KWASEATT1633,Sheridan Heights,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2319,KWASEATT1702,Beach Drive SW,Seattle,AcuRite Pro Weather Center
2320,KWASEATT1664,Ballard Corners Park,Seattle,AcuRite Pro Weather Center
2321,KWASEATT268,Alaska Junction,Seattle,Davis Vantage Pro2 Plus (Wireless)
2322,KWASEATT1711,,Seattle,WeatherFlow
2323,KWASEATT281,Greenwood,Seattle,AcuRite Pro Weather Center
2324,KWASEATT457,Queen Anne,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2325,KWASEATT619,SeaTac Hills,Seattle,AcuRite Pro Weather Center
2326,KWASEATT517,Wallingford,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2327,KWASEATT1721,U District - University Park,Seattle,Davis Vantage Vue (Wireless)
2328,KWASEATT243,Tangletown,Seattle,Oregon Scientific Professional Weather Center
2329,KWASEATT332,Crown Hill,Seattle,Davis Vantage Vue (Wireless)
2330,KWASEATT408,View Ridge,Seattle,Davis Vantage Vue (Wireless)
2331,KWASEATT189,North Seattle/Shoreline - Grauerland,Seattle,Davis Vantage Pro2 Plus (Wireless)
2332,KWASEATT521,Roosevelt,Seattle,Ambient Weather WS-1001-WiFi (Wireless)
2333,KWASEATT607,Seward Park,Seattle,AcuRite Pro Weather Center
2334,KWASEATT1706,Sheridan Heights,Seattle,AcuRite Pro Weather Center
2335,KWASEDRO7,"Lyman, WA",Sedro Woolley,
2336,KWASEDRO18,Sedro-Woolley,Sedro Woolley,Netatmo
2337,KWASEDRO25,Hickson,Sedro-Woolley,AcuRite Pro Weather Center
2338,KWASEDRO24,Tenneson/Ranch Road,Sedro-Woolley,other
2339,KWASEDRO22,Glenhaven/Cain Lake Rd,Sedro-Woolley,Ambient Weather WS-900-IP (Wireless)
2340,KWASEDRO19,Camp 2 Rd Tower,Sedro-Woolley,Ambient Weather WS-900-IP (Wireless)
2341,KWASEDRO8,Hathaway RD,Sedro-Woolley,Davis Vantage Pro2 (Wireless)
2342,KWASEKIU2,Hoko,Sekiu,TP1080WC
2343,KWASELAH9,East Huntzinger Road,Selah,Ambient Weather WS-1001-WiFi (Wireless)
2344,KWASELAH3,Upper Wenas,Selah,Davis Vantage Pro2 Plus
2345,KWASELAH22,Brathovde Rd,Selah,AcuRite Pro Weather Center
2346,KWASELAH2,Freudenhof,Selah,La Crosse WS-2316
2347,KWASELAH19,Baker Rd.,Selah,AcuRite Pro Weather Center
2348,KWASELAH13,Hillcrest,Selah,Ambient Weather WS-1400-IP (Wireless)
2349,KWASEQUI101,Rue Lavande,Sequim,Ambient Weather WS-1001-WiFi (Wireless)
2350,KWASEQUI45,Dungeness Greens,Sequim,Davis Vantage Pro2 (Wireless)
2351,KWASEQUI68,Bay House @ Diamond Point,Sequim,AcuRite Pro Weather Center
2352,KWASEQUI77,Old Man Sessions,Sequim,AcuRite Pro Weather Center
2353,KWASEQUI38,Diamond Point,Sequim,Ambient Weather WS-2090 (Wireless)
2354,KWASEQUI114,"Blyn, Washington",Sequim,Davis Vantage Pro2 (Wireless)
2355,KWASEQUI100,SRCA FIELD,Sequim,AcuRite Pro Weather Center
2356,KWASEQUI112,The Roost on Bell Hill,Sequim,Oregon Scientific Professional Weather Center
2357,KWASEQUI2,Bell Hill,Sequim,Davis Vantage Pro2 (Cabled)
2358,KWASEQUI85,WB6OMC @ ELK LOOP,Sequim,Davis Vantage Vue (Wireless)
2359,KWASEQUI47,Kirner Rd.,Sequim,AcuRite Pro Weather Center
2360,KWASEQUI108,"W Robert, Dungeness Estates",Sequim,AcuRite Pro Weather Center
2361,KWASEQUI90,Dungeness Campground,Sequim,AcuRite Pro Weather Center
2362,KWASEQUI97,Happy Valley,Sequim,other
2363,KWASEQUI35,Mariners Outlook,Sequim,Davis Vantage Vue
2364,KWASEQUI36,Blue Ribbon Farms,Sequim,Davis Vantage Pro2
2365,KWASEQUI81,Hooker and Olson,Sequim,AcuRite Pro Weather Center
2366,KWASEQUI78,emerald highlands,Sequim,Ambient Weather WS-1400-IP (Wireless)
2367,KWASEQUI57,Blue Ribbon Farms,Sequim,RainWise MK-III
2368,KWASEQUI51,Dungeness Recreation Area,Sequim,Ambient Weather WS-1400-IP (Wireless)
2369,KWASEQUI32,Bon Jon,Sequim,
2370,KWASEQUI83,The Dungeness Farm,Sequim,AcuRite Pro Weather Center
2371,KWASEQUI53,Woodcock Road,Sequim,Netatmo
2372,KWASEQUI58,West Palo Verde Loop,Sequim,Netatmo
2373,KWASEQUI60,Fasola Road,Sequim,Netatmo
2374,KWASEQUI62,Diamond Point Airport,Sequim,AcuRite Pro Weather Center
2375,KWASEQUI87,Jennie's Meadow,Sequim,other
2376,KWASEQUI93,Amethyst Hollow,Sequim,AcuRite Pro Weather Center
2377,KWASEQUI79,"Sunland, Sequim, WA",Sequim,Davis Vantage Pro2 (Wireless)
2378,KWASEQUI64,Willow Creek Manor,Sequim,AcuRite Pro Weather Center
2379,KWASEQUI66,Jamestown,Sequim,Ambient Weather WS-1400-IP (Wireless)
2380,KWASEQUI46,Dungeness,Sequim,Ambient Weather WS-1200-IP (Wireless)
2381,KWASEQUI86,Outer Dungeness,Sequim,AcuRite Pro Weather Center
2382,KWASEQUI44,Donkey Whisperer Farm,Sequim,Davis Vantage Pro2 (Wireless)
2383,KWASEQUI109,Lost Mountain,Sequim,Ambient Weather WS-1001-WiFi (Wireless)
2384,KWASEQUI88,Sequim Bay Heights,Sequim,AcuRite Pro Weather Center
2385,KWASEQUI26,Blyn/Gardiner,Sequim,Davis Vantage Pro 2
2386,KWASEQUI76,Maple Ridge,Sequim,Davis Vantage Vue (Wireless)
2387,KWASEQUI73,VDM,Sequim,AcuRite Pro Weather Center
2388,KWASEQUI113,Diamond Point,Sequim,AcuRite Pro Weather Center
2389,KWASEVEN2,Seven Bays,Seven Bays,Davis Vantage Vue (Wireless)
2390,KWASHELT27,Southside,Shelton,AcuRite Pro Weather Center
2391,KWASHELT28,Pickering Passage - Rose Point,Shelton,Davis Vantage Vue (Wireless)
2392,KWASHELT53,Phillip's Lake,Shelton,AcuRite Pro Weather Center
2393,KWASHELT12,Harstine Island,Shelton,Davis Vantage Pro2
2394,KWASHELT39,Hiawatha,Shelton,AcuRite Pro Weather Center
2395,KWASHELT13,"Arcadia, Shelton",SHELTON,Davis Vantage Pro2 (Wireless)
2396,KWASHELT54,North Fork of the Skokomish River Valley,Shelton,Davis Vantage Vue (Wireless)
2397,KWASHELT26,Walker Park Road,Shelton,AcuRite Pro Weather Center
2398,KWASHELT41,Crestview Drive,Shelton,AcuRite Pro Weather Center
2399,KWASHELT52,Libby Point,Shelton,Ambient Weather WS-1001-WiFi (Wireless)
2400,KWASHELT55,Libby Point Farm,Shelton,Ambient Weather WS-900-IP (Wireless)
2401,KWASHELT18,Shelton-W Franklin,Shelton,
2402,KWASHELT23,Unnamed Road,Shelton,Netatmo
2403,KWASHELT24,East Tamarack Lane,Shelton,Netatmo
2404,KWASHELT16,Deer Creek,Shelton,AcuRite Pro Weather Center
2405,KWASHELT48,SE Allen RD,Shelton,AcuRite Pro Weather Center
2406,KWASHELT44,Mill5,Shelton,AcuRite Pro Weather Center
2407,KWASHELT33,"Kamilche Point, Washington",Shelton,Davis Vantage Pro2 (Wireless)
2408,KWASHELT19,"Miller Point, Shorecrest",Shelton,other
2409,KWASHELT3,LAKE LIMERICK,Shelton,DAVIS VantagePro2
2410,KWASHELT36,Downtown Shelton,Shelton,AcuRite Pro Weather Center
2411,KWASHELT51,Ballow,Shelton,AcuRite Pro Weather Center
2412,KWASHELT38,Shelton,Shelton,Davis Vantage Pro2 (Cabled)
2413,KWASHORE1,Richmond Highlands,Shoreline,WMR-968
2414,KWASEATT134,North Ridge/Echo Lake,Shoreline,AcuRite Pro Weather Center
2415,KWASHORE13,Parkwood,Shoreline,Netatmo
2416,KWASHORE14,Richmond Beach,Shoreline,Weatherflow
2417,KWASHORE6,Ridgecrest,Shoreline,Davis Vantage Pro2
2418,KWASHORE26,Westminster Triangle Maddys Tuning,Shoreline,AcuRite Pro Weather Center
2419,KWASHORE5,Central Market Shoreline,Shoreline,Davis VantagePro2
2420,KWASILVE19,Cascade foothills,Silver Creek,other
2421,KWASILVE16,"Graystone Loop, Newberry Hill",Silverdale,AcuRite Pro Weather Center
2422,KWASILVE13,Chagnon Place,Silverdale,AcuRite Pro Weather Center
2423,KWASILVE5,Island Lake,Silverdale,Davis Vantage Pro2 (Wireless)
2424,KWASILVE12,Silverdale Waterfront,Silverdale,Davis Vantage Pro2 (Cabled)
2425,KWASILVE24,Forest Creek,Silverdale,AcuRite Pro Weather Center
2426,KWASILVE23,Galleon Pl Nw,Silverdale,other
2427,KWASILVE25,Hood Canal,Silverdale,Ambient Weather WS-1001-WiFi (Wireless)
2428,KWASILVE27,12 Oaks,Silverdale,AcuRite Pro Weather Center
2429,KWASILVE1,Lupine Ln. near Dickey Rd.,Silverdale,Texas WPS-10
2430,KWASKYLI2,Gig Harbor,Skyline,Netatmo
2431,KWASNOHO89,Sittner Family Farms,Snohomish,Davis Vantage Pro2 (Wireless)
2432,KWASNOHO30,Snohomish,Snohomish,Davis Vantage Vue (Wireless)
2433,KWASNOHO83,Mill Creek,Snohomish,Netatmo Weather Station
2434,KWASNOHO68,Panther Lake East,Snohomish,Ambient Weather WS-1001-WiFi (Wireless)
2435,KWASNOHO117,Machias,Snohomish,AcuRite Pro Weather Center
2436,KWASNOHO106,Lupine Meadows,Snohomish,other
2437,KWASNOHO1,Hilltop overlooking Snohomish River Valley,Snohomish,Davis Vantage Vue
2438,KWASNOHO114,Cathcart Elementary,Snohomish,AcuRite Pro Weather Center
2439,KWASNOHO50,Lost Lake,Snohomish,AcuRite Pro Weather Center
2440,KWASNOHO90,Hidden Ridge II,Snohomish,AcuRite Pro Weather Center
2441,KWASNOHO95,Cathcart,Snohomish,Ambient Weather WS-900-IP (Wireless)
2442,KWASNOHO22,Echo Lake,Snohomish,WS-1080
2443,KWASNOHO63,1 mile due East of Echo Lake,Snohomish,Ambient Weather WS-1001-WiFi (Wireless)
2444,KWASNOHO115,Woodstone,Snohomish,AcuRite Pro Weather Center
2445,KWASNOHO45,Meadow Ridge,Snohomish,Davis Vantage Pro2 (Cabled)
2446,KWASNOHO34,Horse Country,Snohomish,Davis Vantage Pro2 Plus (Wireless)
2447,KWASNOHO72,W6ERM,Snohomish,Davis Vantage Vue (Wireless)
2448,KWASNOHO88,Wilkshire,Snohomish,AcuRite Pro Weather Center
2449,KWASNOHO59,206th Street Southeast,Snohomish,Netatmo
2450,KWASNOHO64,118th Drive Southeast,Snohomish,Netatmo
2451,KWASNOHO76,161st Avenue Northeast,Snohomish,Netatmo
2452,KWASNOHO79,Silver Firs,Snohomish,Netatmo
2453,KWASNOHO82,85th Avenue Southeast,Snohomish,Netatmo
2454,KWASNOHO66,Storm Lake,Snohomish,Ambient Weather WS-1001-WiFi (Wireless)
2455,KWASNOHO46,Pilchuck River Station - Machias,Snohomish,Davis Vantage Vue (Wireless)
2456,KWASNOHO96,Brooksong,Snohomish,AcuRite Pro Weather Center
2457,KWASNOHO37,215th AVE SE,Snohomish,Ambient Weather WS-1400-IP (Wireless)
2458,KWASNOHO67,Echo Falls - 2nd Hole,Snohomish,AcuRite Pro Weather Center
2459,KWASNOHO101,Maltby,Snohomish,AcuRite Pro Weather Center
2460,KWASNOHO119,Black Moon Acres,Snohomish,Davis Vantage Vue (Wireless)
2461,KWASNOHO49,9th St &amp; Ave A (W0PGK),Snohomish,Ambient Weather WS-1400-IP (Wireless)
2462,KWASNOHO111,Braidwood,Snohomish,Davis Vantage Pro2 (Wireless)
2463,KWASNOHO118,Rain Diego,Snohomish,AcuRite Pro Weather Center
2464,KWASNOHO48,GoDragon in the Pilchuck valley,Snohomish,Ambient Weather WS-1001-WiFi (Wireless)
2465,KWASNOHO120,Meridian estates,Snohomish,AcuRite Pro Weather Center
2466,KWASNOHO78,Echo Lake,Snohomish,Ambient Weather WS-1200-IP (Wireless)
2467,KWASNOHO107,Clearview,Snohomish,AcuRite Pro Weather Center
2468,KWASNOHO47,Montare,Snohomish,Davis Vantage Vue (Wireless)
2469,KWASNOHO122,Forest Glade,Snohomish,Ambient Weather WS-1400-IP (Wireless)
2470,KWASNOQU36,Snoqualmie Ridge,Snoqualmie,AcuRite Pro Weather Center
2471,KWASNOQU14,Indian Hill,Snoqualmie,Davis Vantage Pro2 (Wireless)
2472,KWASNOQU46,WOZnet,Snoqualmie,other
2473,KWASNOQU23,Ernie's Grove,Snoqualmie,Ambient Weather WS-1400-IP (Wireless)
2474,KWASNOQU13,Ernies Grove,Snoqualmie,Honeywell TE831
2475,KWASNOQU28,(Official) Snoqualmie Ridge,Snoqualmie,Ambient Weather WS-1200-IP (Wireless)
2476,KWASNOQU31,Ernie's Grove,Snoqualmie,Ambient Weather WS-1400-IP (Wireless)
2477,KWASNOQU34,Deer Park,Snoqualmie,AcuRite Pro Weather Center
2478,KWASNOQU37,The Heights,Snoqualmie,Ambient Weather WS-1400-IP (Wireless)
2479,KWASNOQU47,Snoqualmie Ridge,Snoqualmie,Davis Vantage Pro2 Plus (Wireless)
2480,KWASNOQU19,KWASNOQU19,Snoqualmie,other
2481,KWASNOQU33,Cascade Ridge,Snoqualmie,Davis Vantage Vue (Wireless)
2482,KWASNOQU15,Snoqualmie Ridge,Snoqualmie,Davis Vantage Pro 2 with Daytime Aspirated Temp/Hum Sensor
2483,KWASNOQU38,Snoqualmie Pass,Snoqualmie Pass,other
2484,KWASNOQU26,Alpental Access Road,Snoqualmie Pass,Netatmo
2485,KWASOAPL2,Adrian,Soap Lake,Ambient Weather WS-1000 (Wireless)
2486,KWASOAPL3,west lake,Soap Lake,Ambient Weather WS-2090 (Wireless)
2487,KWASOUTH2,Alta Vista Hill,South Bend,
2488,KWASOUTH7,Emerald Pointe,South Hill,Davis Vantage Pro2 (Wireless)
2489,KWASOUTH4,Puyallup-128th St,South Hill,
2490,KWASOUTH8,"South Prairie, WA",South Prairie,Ambient Weather WS-1001-WiFi (Wireless)
2491,KWASOUTH11,Seattle,South Seattle,Netatmo
2492,KWASPANA32,Southwood,Spanaway,AcuRite Pro Weather Center
2493,KWASPANA29,by shady acres airport,Spanaway,AcuRite Pro Weather Center
2494,KWASPANA20,"Stargate47122 in Spanaway, Wa",Spanaway,Davis Vantage Pro2 Plus (Wireless)
2495,KWASPANA25,Tacoma,Spanaway,Netatmo
2496,KWASPANA23,Secret Valley,Spanaway,AcuRite Pro Weather Center
2497,KWASPANA11,Stoney Ridge,Spanaway,Oregon Scientific Professional Weather Center
2498,KWASPANA30,MzzBeeHaven,Spanaway,other
2499,KWASPANA26,Rusty's Ranch,Spanaway,AcuRite Pro Weather Center
2500,KWASPANG2,Spangle,Spangle,AcuRite Pro Weather Center
2501,KWASPANG3,Spangle,Spangle,Davis Vantage Pro2 Plus (Wireless)
2502,KWASPOKA169,Wellington Heights,Spokane,AcuRite Pro Weather Center
2503,KWASPOKA10,South Hill,Spokane,Davis Vantage Vue (Wireless)
2504,KWASPOKA133,Indian Trail,Spokane,AcuRite Pro Weather Center
2505,KWASPOKA168,14th and Carnahan,Spokane,AcuRite Pro Weather Center
2506,KWASPOKA83,Corbin Park,Spokane,Ambient Weather WS-2090 (Wireless)
